Serial number,Case no.,Slide number,Cells,Split,Area,Mean,Perim.,Circ.,Feret,MinFeret,AR,Round,Solidity,Nuclear_Size_Index,Irregularity_Index,Pleomorphism_Index,Feret_Ratio,NC_Compactness,Cluster,Grade,Grade_Label
1,856,S1,C1,Validation,111.995,191.731,41.014,0.837,14.393,11.052,1.214,0.824,0.946,1611.9440350000002,0.16300000000000003,0.21366400000000005,0.7678732717293127,1.1952417536788,2,1,Well-differentiated
2,856,S1,C2,Validation,103.22,188.561,41.577,0.75,13.198,10.85,1.173,0.853,0.951,1362.29756,0.25,0.17243100000000003,0.8220942567055614,1.3327005600221595,2,1,Well-differentiated
3,856,S1,C3,Train,87.293,157.07,36.593,0.819,13.18,8.799,1.387,0.721,0.94,1150.5217400000001,0.18100000000000005,0.386973,0.6676024279210926,1.2206938263888931,2,1,Well-differentiated
4,856,S1,C4,Train,96.981,165.792,39.653,0.775,14.5,9.639,1.418,0.705,0.946,1406.2244999999998,0.22499999999999998,0.41831,0.6647586206896551,1.2901956641731076,2,1,Well-differentiated
5,856,S1,C5,Train,104.944,151.012,38.393,0.895,13.746,10.191,1.327,0.754,0.955,1442.560224,0.10499999999999998,0.326442,0.7413793103448276,1.1177292603044062,2,1,Well-differentiated
6,856,S1,C6,Train,121.733,153.208,42.595,0.843,14.526,11.036,1.284,0.779,0.97,1768.293558,0.15700000000000003,0.28376399999999996,0.7597411537931984,1.186039235452032,2,1,Well-differentiated
7,856,S1,C7,Train,117.574,160.577,42.498,0.818,13.52,11.936,1.045,0.957,0.972,1589.6004799999998,0.18200000000000005,0.04493500000000004,0.8828402366863906,1.2224069958325399,2,1,Well-differentiated
8,856,S2,C1,Train,113.223,181.365,40.612,0.863,13.871,11.136,1.241,0.806,0.953,1570.516233,0.137,0.24075399999999997,0.8028260399394419,1.1592156429780927,2,1,Well-differentiated
9,856,S2,C2,Train,137.345,168.352,45.068,0.85,15.022,12.807,1.151,0.868,0.952,2063.19659,0.15000000000000002,0.151932,0.8525495939289043,1.1768303321754243,2,1,Well-differentiated
10,856,S2,C3,Train,133.316,181.087,44.116,0.861,15.28,11.443,1.32,0.757,0.956,2037.06848,0.139,0.32076,0.7488874345549739,1.1617163921581268,2,1,Well-differentiated
11,856,S2,C4,Train,49.897,149.527,27.512,0.828,9.548,7.071,1.349,0.741,0.945,476.416556,0.17200000000000004,0.349391,0.7405739421868454,1.2071466309998429,2,1,Well-differentiated
12,856,S2,C5,Validation,83.936,169.327,35.816,0.822,12.582,8.991,1.457,0.686,0.947,1056.0827520000003,0.17800000000000005,0.45749799999999996,0.7145922746781115,1.2161748827128305,2,1,Well-differentiated
13,856,S2,C6,Train,76.653,162.735,34.85,0.793,12.796,8.771,1.405,0.712,0.941,980.851788,0.20699999999999996,0.40464000000000006,0.6854485776805253,1.2608590620805868,2,1,Well-differentiated
14,856,S3,C1,Train,110.95,168.224,42.169,0.784,15.207,11.22,1.327,0.754,0.92,1687.21665,0.21599999999999997,0.326442,0.7378181100808838,1.2754088725126882,2,1,Well-differentiated
15,856,S3,C2,Train,149.225,157.518,54.226,0.638,20.232,9.424,2.408,0.415,0.868,3019.1202,0.362,1.40868,0.46579675761170425,1.5680636518841589,0,3,Poorly-differentiated
16,856,S3,C3,Train,108.523,151.172,41.178,0.804,14.131,10.0,1.362,0.734,0.962,1533.538513,0.19599999999999995,0.36229200000000006,0.7076640011322624,1.243365588640483,2,1,Well-differentiated
17,856,S3,C4,Validation,103.771,144.512,42.206,0.732,14.237,9.895,1.476,0.677,0.95,1477.387727,0.268,0.47674799999999995,0.6950200182622743,1.3660371907783997,0,3,Poorly-differentiated
18,856,S3,C5,Train,100.465,160.714,40.881,0.755,15.654,8.662,1.779,0.562,0.92,1572.67911,0.245,0.7792019999999998,0.5533409991056599,1.3237877827897002,0,3,Poorly-differentiated
19,856,S3,C6,Train,89.36,173.961,36.576,0.839,12.239,10.0,1.08,0.926,0.94,1093.67704,0.16100000000000003,0.07991999999999995,0.8170602173380178,1.1913500662343481,2,1,Well-differentiated
20,856,S4,C1,Train,110.692,182.089,40.259,0.858,13.252,11.364,1.132,0.884,0.956,1466.890384,0.14200000000000002,0.13131199999999998,0.85753093872623,1.1651983686293237,2,1,Well-differentiated
21,856,S4,C2,Validation,136.725,193.522,44.394,0.872,14.524,12.473,1.157,0.864,0.959,1985.7939,0.128,0.15735200000000002,0.8587854585513633,1.147072212797723,2,1,Well-differentiated
22,856,S4,C3,Validation,97.056,157.779,62.527,0.312,14.478,9.668,1.576,0.634,0.894,1405.176768,0.688,0.576816,0.6677717916839342,3.205552775766593,0,3,Poorly-differentiated
23,856,S4,C4,Train,115.754,136.621,48.104,0.629,15.214,11.685,1.314,0.761,0.939,1761.0813560000001,0.371,0.314046,0.7680425923491521,1.5908033988260484,0,3,Poorly-differentiated
24,856,S4,C5,Train,106.715,145.336,54.022,0.46,14.087,9.954,1.435,0.697,0.951,1503.294205,0.54,0.4348050000000001,0.7066089302193512,2.176235970724573,0,3,Poorly-differentiated
25,856,S4,C6,Train,157.49,194.286,49.394,0.811,16.104,13.08,1.192,0.839,0.963,2536.21896,0.18899999999999995,0.19191200000000003,0.812220566318927,1.2327799085753086,2,1,Well-differentiated
26,881,S1,C1,Train,188.43,177.931,56.653,0.738,19.297,15.073,1.412,0.708,0.914,3636.13371,0.262,0.412304,0.7811058713789708,1.355457524158259,1,2,Moderately-differentiated
27,881,S1,C2,Validation,143.853,168.11,45.846,0.86,15.093,12.831,1.139,0.878,0.951,2171.173329,0.14,0.138958,0.8501291989664083,1.1627172421407788,2,1,Well-differentiated
28,881,S1,C3,Train,173.864,165.709,52.084,0.805,16.727,13.071,1.237,0.808,0.952,2908.223128,0.19499999999999995,0.23750399999999997,0.7814312189872661,1.2416212289508304,1,2,Moderately-differentiated
29,881,S1,C4,Validation,91.064,173.264,41.516,0.664,14.62,8.636,1.738,0.575,0.942,1331.35568,0.33599999999999997,0.73865,0.5906976744186047,1.5061714796632488,0,3,Poorly-differentiated
30,881,S1,C5,Train,142.665,164.883,46.735,0.821,16.071,12.292,1.295,0.772,0.959,2292.7692150000003,0.17900000000000005,0.29525999999999997,0.7648559517142679,1.2183082617090961,1,2,Moderately-differentiated
31,881,S2,C1,Train,283.006,166.791,67.742,0.775,20.486,18.642,1.025,0.976,0.963,5797.660916,0.22499999999999998,0.02460000000000002,0.9099873084057405,1.2903589008772745,1,2,Moderately-differentiated
32,881,S2,C2,Train,178.771,148.827,55.105,0.74,17.903,14.156,1.205,0.83,0.943,3200.5372129999996,0.26,0.20485000000000006,0.7907054683572586,1.3516837102464672,1,2,Moderately-differentiated
33,881,S2,C3,Train,143.233,159.879,48.727,0.758,16.2,11.545,1.371,0.729,0.959,2320.3746,0.242,0.371541,0.7126543209876544,1.319126348938142,2,1,Well-differentiated
34,881,S2,C4,Validation,77.531,135.574,34.468,0.82,11.245,9.545,1.063,0.941,0.935,871.836095,0.18000000000000005,0.06271700000000005,0.8488216985326812,1.2194020448300893,2,1,Well-differentiated
35,881,S2,C5,Train,91.632,163.236,47.89,0.502,13.877,9.743,1.431,0.699,0.951,1271.5772640000002,0.498,0.4307310000000001,0.7020969950277437,1.991739995086257,0,3,Poorly-differentiated
36,881,S3,C1,Train,158.006,173.192,57.598,0.598,20.429,10.733,1.942,0.515,0.948,3227.9045739999997,0.402,0.94187,0.525380586421264,1.670826536113496,0,3,Poorly-differentiated
37,881,S3,C2,Train,68.802,159.468,32.255,0.831,12.281,7.553,1.59,0.629,0.95,844.9573620000001,0.16900000000000004,0.58989,0.6150150639198761,1.2033256260540037,2,1,Well-differentiated
38,881,S3,C3,Train,205.372,157.668,60.043,0.716,18.659,14.908,1.212,0.825,0.957,3832.036148,0.28400000000000003,0.21210000000000004,0.7989710059488718,1.3969268666484895,1,2,Moderately-differentiated
39,881,S3,C4,Validation,76.911,194.541,39.523,0.619,12.629,8.2,1.532,0.653,0.933,971.309019,0.381,0.531604,0.6492992319265183,1.6162237435717428,0,3,Poorly-differentiated
40,881,S3,C5,Train,92.924,162.402,39.325,0.755,14.157,9.627,1.462,0.684,0.941,1315.5250680000001,0.245,0.4619919999999999,0.6800169527442255,1.324340627776551,2,1,Well-differentiated
41,881,S4,C1,Train,83.936,156.113,47.821,0.461,13.736,9.771,1.365,0.733,0.935,1152.9448960000002,0.5389999999999999,0.36445500000000003,0.7113424577751893,2.1680993246352416,0,3,Poorly-differentiated
42,881,S4,C2,Train,342.407,124.526,73.353,0.8,24.651,17.273,1.432,0.698,0.963,8440.674957,0.19999999999999996,0.43246400000000007,0.7007017970873393,1.2504987505104803,1,2,Moderately-differentiated
43,881,S4,C3,Validation,136.725,119.803,45.549,0.828,16.91,11.973,1.38,0.725,0.962,2312.01975,0.17200000000000004,0.3795,0.7080425783560024,1.20753547251147,2,1,Well-differentiated
44,881,S4,C4,Train,67.717,120.335,32.938,0.784,10.876,9.046,1.205,0.83,0.912,736.490092,0.21599999999999997,0.20485000000000006,0.8317396101507907,1.2749315739883875,2,1,Well-differentiated
45,881,S4,C5,Train,130.94,136.845,51.136,0.629,20.775,9.008,2.32,0.431,0.956,2720.2785,0.371,1.3200799999999997,0.4335980746089049,1.5891734690790364,0,3,Poorly-differentiated
46,881,S5,C1,Validation,92.2,169.162,37.876,0.808,14.027,9.545,1.339,0.747,0.924,1293.2894,0.19199999999999995,0.338767,0.6804733727810651,1.238190394834077,2,1,Well-differentiated
47,881,S5,C2,Train,151.911,148.605,50.912,0.736,17.422,12.121,1.504,0.665,0.949,2646.5934420000003,0.264,0.50384,0.6957295373665481,1.3578169609465616,0,3,Poorly-differentiated
48,881,S5,C3,Train,121.694,194.011,45.025,0.754,17.335,9.385,1.873,0.534,0.948,2109.56549,0.246,0.872818,0.5413902509374098,1.3256485852009312,0,3,Poorly-differentiated
49,881,S5,C4,Train,88.688,169.426,37.391,0.797,12.099,9.773,1.19,0.84,0.952,1073.036112,0.20299999999999996,0.19040000000000004,0.8077527068352756,1.2544675603411988,2,1,Well-differentiated
50,881,S5,C5,Train,115.599,173.63,44.97,0.718,16.176,10.368,1.548,0.646,0.931,1869.929424,0.28200000000000003,0.547992,0.6409495548961425,1.3921365438030984,0,3,Poorly-differentiated
51,1199,S1,C1,Train,82.076,118.685,35.858,0.802,11.897,10.0,1.198,0.834,0.93,976.458172,0.19799999999999995,0.19886800000000004,0.8405480373203328,1.2466544136483095,2,1,Well-differentiated
52,1199,S1,C2,Validation,131.87,194.137,47.29,0.741,14.524,12.273,1.169,0.855,0.946,1915.27988,0.259,0.16950500000000002,0.84501514734233,1.349530666449518,2,1,Well-differentiated
53,1199,S1,C3,Train,100.775,173.185,39.541,0.81,13.492,10.285,1.295,0.772,0.951,1359.6563,0.18999999999999995,0.29525999999999997,0.7623035873109991,1.2346180618172347,2,1,Well-differentiated
54,1199,S1,C4,Validation,102.118,158.932,45.599,0.617,13.638,9.749,1.405,0.712,0.957,1392.685284,0.383,0.40464000000000006,0.7148408857603755,1.6203113442091914,0,3,Poorly-differentiated
55,1199,S1,C5,Train,46.333,139.929,26.254,0.845,9.128,6.556,1.349,0.741,0.947,422.927624,0.15500000000000003,0.349391,0.7182296231375986,1.1838336397253313,2,1,Well-differentiated
56,1199,S2,C1,Train,56.302,185.698,34.446,0.596,9.589,7.955,1.165,0.858,0.951,539.8798780000001,0.404,0.16543000000000002,0.8295964125560538,1.6770418794446207,0,3,Poorly-differentiated
57,1199,S2,C2,Train,66.942,154.067,37.19,0.608,12.678,8.409,1.353,0.739,0.906,848.6906759999999,0.392,0.35313300000000003,0.6632749645054425,1.6441589815521076,0,3,Poorly-differentiated
58,1199,S2,C3,Train,37.603,142.236,25.465,0.729,9.057,6.364,1.404,0.712,0.894,340.570371,0.271,0.40435200000000004,0.7026609252511868,1.3723187662804988,2,1,Well-differentiated
59,1199,S2,C4,Train,73.915,190.148,34.418,0.784,11.741,9.01,1.341,0.745,0.931,867.8360150000001,0.21599999999999997,0.341955,0.7673963035516566,1.2753483224308448,2,1,Well-differentiated
60,1199,S2,C5,Validation,39.514,155.315,24.818,0.806,8.486,6.364,1.316,0.76,0.919,335.31580400000007,0.19399999999999995,0.31584,0.7499410794249352,1.2404312559932342,2,1,Well-differentiated
61,1199,S3,C1,Train,77.996,150.427,33.209,0.889,11.348,9.091,1.183,0.846,0.963,885.098608,0.11099999999999999,0.18218200000000004,0.801110327811068,1.1251991663620755,2,1,Well-differentiated
62,1199,S3,C2,Validation,64.618,189.65,32.987,0.746,12.182,7.5,1.617,0.618,0.937,787.176476,0.254,0.617694,0.615662452799212,1.3400538935210515,0,3,Poorly-differentiated
63,1199,S3,C3,Train,73.45,197.847,37.716,0.649,11.759,8.242,1.508,0.663,0.945,863.6985500000001,0.351,0.508196,0.700909941321541,1.5411666054056596,0,3,Poorly-differentiated
64,1199,S3,C4,Validation,82.386,152.202,36.35,0.784,11.927,9.961,1.158,0.864,0.948,982.6178219999999,0.21599999999999997,0.157488,0.8351639138090048,1.2762787809430054,2,1,Well-differentiated
65,1199,S3,C5,Train,54.184,171.902,32.413,0.648,11.715,7.21,1.701,0.588,0.907,634.7655599999999,0.352,0.7008120000000001,0.6154502774221084,1.5429701764487118,0,3,Poorly-differentiated
66,1199,S4,C1,Train,120.145,143.891,46.973,0.684,16.892,10.206,1.717,0.582,0.931,2029.4893399999999,0.31599999999999995,0.7177060000000001,0.6041913331754677,1.4614401351216575,0,3,Poorly-differentiated
67,1199,S4,C2,Train,172.624,132.147,52.853,0.777,17.651,14.545,1.15,0.869,0.936,3046.9862239999998,0.22299999999999998,0.15065,0.8240326327120276,1.2877401809743763,1,2,Moderately-differentiated
68,1199,S4,C3,Validation,67.252,159.974,35.311,0.678,11.931,7.928,1.567,0.638,0.926,802.3836119999999,0.32199999999999995,0.5672539999999999,0.6644874696169643,1.4753836467609378,0,3,Poorly-differentiated
69,1199,S4,C4,Train,54.029,112.494,32.736,0.634,9.927,8.573,1.134,0.882,0.852,536.345883,0.366,0.133812,0.8636043114737585,1.578390399244429,0,3,Poorly-differentiated
70,1199,S4,C5,Train,66.322,114.713,41.089,0.494,11.069,9.329,1.113,0.899,0.899,734.1182180000001,0.506,0.11241299999999997,0.8428042280242117,2.025739820711566,0,3,Poorly-differentiated
71,1199,S5,C1,Train,77.841,140.362,36.37,0.739,13.213,8.569,1.674,0.597,0.905,1028.513133,0.261,0.674622,0.6485279648830699,1.352285313926939,0,3,Poorly-differentiated
72,1199,S5,C2,Train,74.742,152.424,39.86,0.591,13.237,8.182,1.564,0.639,0.934,989.359854,0.40900000000000003,0.564604,0.6181158872856387,1.6916090887405202,0,3,Poorly-differentiated
73,1199,S5,C3,Train,62.913,156.436,35.521,0.627,10.227,8.93,1.113,0.898,0.924,643.411251,0.373,0.11352599999999997,0.8731788403246308,1.595953040222538,0,3,Poorly-differentiated
74,1199,S5,C4,Train,55.424,118.709,29.29,0.812,10.388,7.596,1.319,0.758,0.919,575.744512,0.18799999999999994,0.319198,0.7312283403927609,1.2317739446251055,2,1,Well-differentiated
75,1199,S5,C5,Train,47.934,106.457,26.348,0.868,9.709,6.364,1.403,0.713,0.949,465.39120599999995,0.132,0.40266100000000005,0.6554743021938407,1.152502228903705,2,1,Well-differentiated
76,1233,S1,C1,Validation,148.709,144.379,48.85,0.783,15.654,13.416,1.121,0.892,0.92,2327.890686,0.21699999999999997,0.12106799999999998,0.8570333461096206,1.276973894271394,2,1,Well-differentiated
77,1233,S1,C2,Train,231.198,148.297,62.124,0.753,20.51,15.909,1.318,0.759,0.936,4741.870980000001,0.247,0.31763800000000003,0.7756704046806435,1.3283878208648685,1,2,Moderately-differentiated
78,1233,S1,C3,Train,194.99,124.323,56.621,0.764,18.102,14.545,1.173,0.852,0.957,3529.7089800000003,0.236,0.17360400000000004,0.8035023754281295,1.308376898326889,1,2,Moderately-differentiated
79,1233,S1,C4,Train,91.219,141.097,39.503,0.735,13.369,9.455,1.416,0.706,0.939,1219.506811,0.265,0.416304,0.7072331513202185,1.3613349253611473,2,1,Well-differentiated
80,1233,S1,C5,Train,76.136,157.268,40.282,0.59,11.003,9.073,1.169,0.855,0.95,837.7244079999999,0.41000000000000003,0.16950500000000002,0.8245932927383441,1.69598548059315,0,3,Poorly-differentiated
81,1233,S1,C6,Train,63.585,180.062,38.649,0.535,12.319,7.216,1.841,0.543,0.912,783.303615,0.46499999999999997,0.8413369999999999,0.585761831317477,1.8694419474636061,0,3,Poorly-differentiated
82,1233,S1,C7,Validation,42.097,129.948,27.147,0.718,9.343,6.545,1.468,0.681,0.919,393.312271,0.28200000000000003,0.46829199999999993,0.7005244568125869,1.3931012261137423,0,3,Poorly-differentiated
83,1233,S2,C1,Train,97.211,118.471,40.775,0.735,13.087,9.545,1.359,0.736,0.955,1272.200357,0.265,0.35877600000000004,0.7293497363796133,1.3610142260465616,2,1,Well-differentiated
84,1233,S2,C2,Validation,73.915,113.869,34.93,0.761,12.239,8.182,1.559,0.642,0.939,904.6456850000002,0.239,0.558122,0.6685186698259662,1.3135745513471058,0,3,Poorly-differentiated
85,1233,S2,C3,Train,112.293,125.79,41.004,0.839,13.43,11.818,1.06,0.944,0.927,1508.09499,0.16100000000000003,0.05936000000000006,0.879970215934475,1.1914886266521032,2,1,Well-differentiated
86,1233,S2,C4,Train,90.134,125.256,42.314,0.633,15.515,8.334,1.918,0.521,0.918,1398.42901,0.367,0.9187219999999999,0.5371575894295842,1.5807735284901607,0,3,Poorly-differentiated
87,1233,S2,C5,Train,39.514,112.001,26.189,0.724,8.954,6.997,1.295,0.772,0.892,353.80835600000006,0.276,0.29525999999999997,0.781438463256645,1.3812648869331197,2,1,Well-differentiated
88,1233,S2,C6,Validation,45.661,112.497,26.166,0.838,9.791,7.187,1.305,0.766,0.909,447.06685100000004,0.16200000000000003,0.30537,0.7340414666530487,1.1932168882909084,2,1,Well-differentiated
89,1233,S3,C1,Train,76.963,191.397,39.003,0.636,13.016,8.131,1.592,0.628,0.934,1001.7504079999999,0.364,0.592224,0.6246926859250154,1.5729110880023571,0,3,Poorly-differentiated
90,1233,S3,C2,Validation,106.87,193.371,40.696,0.811,16.071,9.631,1.7,0.588,0.935,1717.5077700000002,0.18899999999999995,0.7004,0.5992782029743015,1.2332120959076545,0,3,Poorly-differentiated
91,1233,S3,C3,Train,71.333,170.137,34.667,0.746,12.103,8.448,1.488,0.672,0.924,863.343299,0.254,0.48806399999999994,0.6980087581591341,1.340701723582243,2,1,Well-differentiated
92,1233,S3,C4,Train,66.012,184.506,32.486,0.786,12.103,7.69,1.607,0.622,0.931,798.943236,0.21399999999999997,0.607446,0.635379657936049,1.2722126949415988,0,3,Poorly-differentiated
93,1233,S3,C5,Train,112.087,170.498,41.804,0.806,14.157,11.011,1.245,0.803,0.93,1586.815659,0.19399999999999995,0.24526499999999996,0.7777777777777777,1.2407108171658277,2,1,Well-differentiated
94,1233,S3,C6,Train,57.438,95.393,31.561,0.725,10.041,7.727,1.168,0.856,0.919,576.734958,0.275,0.168192,0.7695448660491983,1.3800421057904049,2,1,Well-differentiated
